G_filename,H_filename,Score,TP,FP,FN,Reversed Edges,Accuracy,Precision,Recall,F1-Score,Depth Deviation,Mean Depth Error
G_500_30_spectral_radius,H_500_30_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_30_triangle,H_500_30_triangle,triangle,16,8,483,3,0.031558,0.666667,0.032064,0.061185,0,0.0
G_500_40,H_500_40,default,211,288,288,11,0.268107,0.422846,0.422846,0.422846,100165,200.33
G_500_40_betweenness_centrality,H_500_40_betweenness_centrality,betweenness_centrality,442,256,57,57,0.58543,0.633238,0.885772,0.738513,0,0.0
G_500_40_closeness_centrality,H_500_40_closeness_centrality,closeness_centrality,382,315,117,117,0.469287,0.548063,0.765531,0.638796,0,0.0
G_500_40_clustering_coefficient,H_500_40_clustering_coefficient,clustering_coefficient,13,17,486,10,0.025194,0.433333,0.026052,0.049149,0,0.0
G_500_40_core_number,H_500_40_core_number,core_number,139,0,360,0,0.278557,1.0,0.278557,0.435737,0,0.0
G_500_40_degree_centrality,H_500_40_degree_centrality,degree_centrality,385,206,114,60,0.546099,0.651438,0.771543,0.706422,0,0.0
G_500_40_fiedler_vector,H_500_40_fiedler_vector,fiedler_vector,269,429,230,230,0.289871,0.385387,0.539078,0.449457,0,0.0
G_500_40_hits,H_500_40_hits,hits,254,444,245,245,0.269353,0.363897,0.509018,0.424394,0,0.0
G_500_40_in_degree_centrality,H_500_40_in_degree_centrality,in_degree_centrality,123,277,376,114,0.158505,0.3075,0.246493,0.273637,0,0.0
G_500_40_katz,H_500_40_katz,katz,269,336,230,140,0.322156,0.444628,0.539078,0.487319,0,0.0
G_500_40_laplacian_eigenmap,H_500_40_laplacian_eigenmap,laplacian_eigenmap,269,429,230,230,0.289871,0.385387,0.539078,0.449457,0,0.0
G_500_40_local_efficiency,H_500_40_local_efficiency,local_efficiency,13,18,486,11,0.025145,0.419355,0.026052,0.049057,0,0.0
G_500_40_normalized_laplacian,H_500_40_normalized_laplacian,normalized_laplacian,354,344,145,145,0.419929,0.507163,0.709419,0.591479,0,0.0
G_500_40_our_degree_centrality,H_500_40_our_degree_centrality,our_degree_centrality,395,226,104,52,0.544828,0.636071,0.791583,0.705357,0,0.0
G_500_40_pagerank,H_500_40_pagerank,pagerank,285,413,214,214,0.3125,0.408309,0.571142,0.47619,0,0.0
G_500_40_spectral_centrality,H_500_40_spectral_centrality,spectral_centrality,260,184,239,82,0.380673,0.585586,0.521042,0.551432,0,0.0
G_500_40_spectral_clustering,H_500_40_spectral_clustering,spectral_clustering,133,216,366,120,0.186014,0.381089,0.266533,0.313679,0,0.0
G_500_40_spectral_radius,H_500_40_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_40_triangle,H_500_40_triangle,triangle,12,9,487,5,0.023622,0.571429,0.024048,0.046154,0,0.0
G_500_50,H_500_50,default,207,292,292,9,0.261694,0.41483,0.41483,0.41483,99318,198.636
G_500_50_betweenness_centrality,H_500_50_betweenness_centrality,betweenness_centrality,420,328,79,79,0.50786,0.561497,0.841683,0.673617,0,0.0
G_500_50_closeness_centrality,H_500_50_closeness_centrality,closeness_centrality,321,427,178,178,0.346652,0.429144,0.643287,0.514836,0,0.0
G_500_50_clustering_coefficient,H_500_50_clustering_coefficient,clustering_coefficient,11,15,488,4,0.021401,0.423077,0.022044,0.041905,0,0.0
G_500_50_core_number,H_500_50_core_number,core_number,131,0,368,0,0.262525,1.0,0.262525,0.415873,0,0.0
G_500_50_degree_centrality,H_500_50_degree_centrality,degree_centrality,397,273,102,64,0.514249,0.592537,0.795591,0.679213,0,0.0
G_500_50_fiedler_vector,H_500_50_fiedler_vector,fiedler_vector,190,558,309,309,0.179754,0.254011,0.380762,0.304731,0,0.0
G_500_50_hits,H_500_50_hits,hits,267,481,232,232,0.272449,0.356952,0.53507,0.428228,0,0.0
G_500_50_in_degree_centrality,H_500_50_in_degree_centrality,in_degree_centrality,141,327,358,134,0.170702,0.301282,0.282565,0.291624,0,0.0
G_500_50_katz,H_500_50_katz,katz,261,422,238,175,0.283388,0.382138,0.523046,0.441624,0,0.0
G_500_50_laplacian_eigenmap,H_500_50_laplacian_eigenmap,laplacian_eigenmap,190,558,309,309,0.179754,0.254011,0.380762,0.304731,0,0.0
G_500_50_local_efficiency,H_500_50_local_efficiency,local_efficiency,11,15,488,4,0.021401,0.423077,0.022044,0.041905,0,0.0
G_500_50_normalized_laplacian,H_500_50_normalized_laplacian,normalized_laplacian,337,411,162,162,0.37033,0.450535,0.675351,0.540497,0,0.0
G_500_50_our_degree_centrality,H_500_50_our_degree_centrality,our_degree_centrality,391,252,108,49,0.520639,0.608087,0.783567,0.684764,0,0.0
G_500_50_pagerank,H_500_50_pagerank,pagerank,288,460,211,211,0.300313,0.385027,0.577154,0.461909,0,0.0
G_500_50_spectral_centrality,H_500_50_spectral_centrality,spectral_centrality,300,225,199,70,0.414365,0.571429,0.601202,0.585938,0,0.0
G_500_50_spectral_clustering,H_500_50_spectral_clustering,spectral_clustering,121,243,378,125,0.163073,0.332418,0.242485,0.280417,0,0.0
G_500_50_spectral_radius,H_500_50_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_50_triangle,H_500_50_triangle,triangle,10,11,489,3,0.019608,0.47619,0.02004,0.038462,0,0.0
G_500_60,H_500_60,default,195,304,304,13,0.242839,0.390782,0.390782,0.390782,104280,208.56
G_500_60_betweenness_centrality,H_500_60_betweenness_centrality,betweenness_centrality,423,375,76,76,0.483982,0.530075,0.847695,0.652274,0,0.0
G_500_60_closeness_centrality,H_500_60_closeness_centrality,closeness_centrality,283,515,216,216,0.279093,0.354637,0.567134,0.436392,0,0.0
G_500_60_clustering_coefficient,H_500_60_clustering_coefficient,clustering_coefficient,17,19,482,7,0.032819,0.472222,0.034068,0.063551,0,0.0
G_500_60_core_number,H_500_60_core_number,core_number,104,0,395,0,0.208417,1.0,0.208417,0.344942,0,0.0
G_500_60_degree_centrality,H_500_60_degree_centrality,degree_centrality,392,310,107,67,0.484549,0.558405,0.785571,0.652789,0,0.0
G_500_60_fiedler_vector,H_500_60_fiedler_vector,fiedler_vector,275,523,224,224,0.26908,0.344612,0.551102,0.424056,0,0.0
G_500_60_hits,H_500_60_hits,hits,311,487,188,188,0.315416,0.389724,0.623246,0.479568,0,0.0
G_500_60_in_degree_centrality,H_500_60_in_degree_centrality,in_degree_centrality,150,364,349,133,0.173812,0.291829,0.300601,0.29615,0,0.0
G_500_60_katz,H_500_60_katz,katz,266,473,233,178,0.273663,0.359946,0.533066,0.429725,0,0.0
G_500_60_laplacian_eigenmap,H_500_60_laplacian_eigenmap,laplacian_eigenmap,275,523,224,224,0.26908,0.344612,0.551102,0.424056,0,0.0
G_500_60_local_efficiency,H_500_60_local_efficiency,local_efficiency,17,19,482,7,0.032819,0.472222,0.034068,0.063551,0,0.0
G_500_60_normalized_laplacian,H_500_60_normalized_laplacian,normalized_laplacian,327,471,172,172,0.337113,0.409774,0.655311,0.504241,0,0.0
G_500_60_our_degree_centrality,H_500_60_our_degree_centrality,our_degree_centrality,401,309,98,60,0.496287,0.564789,0.803607,0.663358,0,0.0
G_500_60_pagerank,H_500_60_pagerank,pagerank,257,541,242,242,0.247115,0.322055,0.51503,0.396299,0,0.0
G_500_60_spectral_centrality,H_500_60_spectral_centrality,spectral_centrality,333,294,166,81,0.419924,0.5311,0.667335,0.591474,0,0.0
G_500_60_spectral_clustering,H_500_60_spectral_clustering,spectral_clustering,122,281,377,133,0.15641,0.30273,0.244489,0.27051,0,0.0
G_500_60_spectral_radius,H_500_60_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_60_triangle,H_500_60_triangle,triangle,16,13,483,5,0.03125,0.551724,0.032064,0.060606,0,0.0
G_500_70,H_500_70,default,154,345,345,18,0.182464,0.308617,0.308617,0.308617,105128,210.256
G_500_70_betweenness_centrality,H_500_70_betweenness_centrality,betweenness_centrality,411,437,88,88,0.439103,0.48467,0.823647,0.610245,0,0.0
G_500_70_closeness_centrality,H_500_70_closeness_centrality,closeness_centrality,316,532,183,183,0.306499,0.372642,0.633267,0.469191,0,0.0
G_500_70_clustering_coefficient,H_500_70_clustering_coefficient,clustering_coefficient,22,51,477,13,0.04,0.30137,0.044088,0.076923,0,0.0
G_500_70_core_number,H_500_70_core_number,core_number,81,0,418,0,0.162325,1.0,0.162325,0.27931,0,0.0
G_500_70_degree_centrality,H_500_70_degree_centrality,degree_centrality,380,382,119,77,0.431328,0.498688,0.761523,0.602696,0,0.0
G_500_70_fiedler_vector,H_500_70_fiedler_vector,fiedler_vector,247,601,252,252,0.224545,0.291274,0.49499,0.366741,0,0.0
G_500_70_hits,H_500_70_hits,hits,329,519,170,170,0.323183,0.387972,0.659319,0.488493,0,0.0
G_500_70_in_degree_centrality,H_500_70_in_degree_centrality,in_degree_centrality,156,423,343,147,0.169197,0.26943,0.312625,0.289425,0,0.0
G_500_70_katz,H_500_70_katz,katz,268,529,231,185,0.2607,0.336261,0.537074,0.41358,0,0.0
G_500_70_laplacian_eigenmap,H_500_70_laplacian_eigenmap,laplacian_eigenmap,247,601,252,252,0.224545,0.291274,0.49499,0.366741,0,0.0
G_500_70_local_efficiency,H_500_70_local_efficiency,local_efficiency,22,51,477,13,0.04,0.30137,0.044088,0.076923,0,0.0
G_500_70_normalized_laplacian,H_500_70_normalized_laplacian,normalized_laplacian,312,536,187,187,0.301449,0.367925,0.625251,0.463252,0,0.0
G_500_70_our_degree_centrality,H_500_70_our_degree_centrality,our_degree_centrality,395,376,104,56,0.451429,0.512322,0.791583,0.622047,0,0.0
G_500_70_pagerank,H_500_70_pagerank,pagerank,281,567,218,218,0.263602,0.331368,0.563126,0.417223,0,0.0
G_500_70_spectral_centrality,H_500_70_spectral_centrality,spectral_centrality,291,297,208,87,0.365578,0.494898,0.583166,0.535419,0,0.0
G_500_70_spectral_clustering,H_500_70_spectral_clustering,spectral_clustering,111,298,388,132,0.139272,0.271394,0.222445,0.244493,0,0.0
G_500_70_spectral_radius,H_500_70_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_70_triangle,H_500_70_triangle,triangle,21,38,478,10,0.039106,0.355932,0.042084,0.075269,0,0.0
G_500_80,H_500_80,default,152,347,347,10,0.179669,0.304609,0.304609,0.304609,100773,201.546
G_500_80_betweenness_centrality,H_500_80_betweenness_centrality,betweenness_centrality,413,485,86,86,0.419715,0.459911,0.827655,0.591267,0,0.0
G_500_80_closeness_centrality,H_500_80_closeness_centrality,closeness_centrality,309,588,190,190,0.284269,0.344482,0.619238,0.442693,0,0.0
G_500_80_clustering_coefficient,H_500_80_clustering_coefficient,clustering_coefficient,16,26,483,5,0.030476,0.380952,0.032064,0.05915,0,0.0
G_500_80_core_number,H_500_80_core_number,core_number,197,108,302,12,0.324547,0.645902,0.39479,0.49005,0,0.0
G_500_80_degree_centrality,H_500_80_degree_centrality,degree_centrality,376,420,123,70,0.40914,0.472362,0.753507,0.580695,0,0.0
G_500_80_fiedler_vector,H_500_80_fiedler_vector,fiedler_vector,213,685,286,286,0.179899,0.237194,0.426854,0.304939,0,0.0
G_500_80_hits,H_500_80_hits,hits,340,558,159,159,0.321665,0.378619,0.681363,0.486757,0,0.0
G_500_80_in_degree_centrality,H_500_80_in_degree_centrality,in_degree_centrality,180,475,319,154,0.184805,0.274809,0.360721,0.311958,0,0.0
G_500_80_katz,H_500_80_katz,katz,280,600,219,202,0.254777,0.318182,0.561122,0.406091,0,0.0
G_500_80_laplacian_eigenmap,H_500_80_laplacian_eigenmap,laplacian_eigenmap,213,685,286,286,0.179899,0.237194,0.426854,0.304939,0,0.0
G_500_80_local_efficiency,H_500_80_local_efficiency,local_efficiency,17,26,482,5,0.032381,0.395349,0.034068,0.062731,0,0.0
G_500_80_normalized_laplacian,H_500_80_normalized_laplacian,normalized_laplacian,313,585,186,186,0.288745,0.348552,0.627255,0.448103,0,0.0
G_500_80_our_degree_centrality,H_500_80_our_degree_centrality,our_degree_centrality,397,396,102,53,0.443575,0.500631,0.795591,0.614551,0,0.0
G_500_80_pagerank,H_500_80_pagerank,pagerank,279,619,220,220,0.249553,0.31069,0.559118,0.399427,0,0.0
G_500_80_spectral_centrality,H_500_80_spectral_centrality,spectral_centrality,342,414,157,100,0.374589,0.452381,0.685371,0.54502,0,0.0
G_500_80_spectral_clustering,H_500_80_spectral_clustering,spectral_clustering,135,304,364,113,0.16812,0.307517,0.270541,0.287846,0,0.0
G_500_80_spectral_radius,H_500_80_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_80_triangle,H_500_80_triangle,triangle,14,21,485,3,0.026923,0.4,0.028056,0.052434,0,0.0
G_500_90,H_500_90,default,151,348,348,12,0.178276,0.302605,0.302605,0.302605,106893,213.786
G_500_90_betweenness_centrality,H_500_90_betweenness_centrality,betweenness_centrality,405,543,94,94,0.388676,0.427215,0.811623,0.559779,0,0.0
G_500_90_closeness_centrality,H_500_90_closeness_centrality,closeness_centrality,287,661,212,212,0.247414,0.302743,0.57515,0.396683,0,0.0
G_500_90_clustering_coefficient,H_500_90_clustering_coefficient,clustering_coefficient,37,51,462,15,0.067273,0.420455,0.074148,0.126065,0,0.0
G_500_90_core_number,H_500_90_core_number,core_number,160,79,339,6,0.276817,0.669456,0.320641,0.433604,0,0.0
G_500_90_degree_centrality,H_500_90_degree_centrality,degree_centrality,367,448,132,76,0.38754,0.450307,0.735471,0.5586,0,0.0
G_500_90_fiedler_vector,H_500_90_fiedler_vector,fiedler_vector,293,655,206,206,0.253899,0.309072,0.587174,0.404976,0,0.0
G_500_90_hits,H_500_90_hits,hits,336,612,163,163,0.30243,0.35443,0.673347,0.464409,0,0.0
G_500_90_in_degree_centrality,H_500_90_in_degree_centrality,in_degree_centrality,177,520,322,170,0.1737,0.253945,0.354709,0.295987,0,0.0
G_500_90_katz,H_500_90_katz,katz,261,668,238,223,0.22365,0.280947,0.523046,0.365546,0,0.0
G_500_90_laplacian_eigenmap,H_500_90_laplacian_eigenmap,laplacian_eigenmap,293,655,206,206,0.253899,0.309072,0.587174,0.404976,0,0.0
G_500_90_local_efficiency,H_500_90_local_efficiency,local_efficiency,38,53,461,16,0.068841,0.417582,0.076152,0.128814,0,0.0
G_500_90_normalized_laplacian,H_500_90_normalized_laplacian,normalized_laplacian,292,656,207,207,0.252814,0.308017,0.58517,0.403594,0,0.0
G_500_90_our_degree_centrality,H_500_90_our_degree_centrality,our_degree_centrality,397,442,102,62,0.421892,0.473182,0.795591,0.593423,0,0.0
G_500_90_pagerank,H_500_90_pagerank,pagerank,261,687,238,238,0.220067,0.275316,0.523046,0.360746,0,0.0
G_500_90_spectral_centrality,H_500_90_spectral_centrality,spectral_centrality,369,457,130,88,0.385983,0.446731,0.739479,0.556981,0,0.0
G_500_90_spectral_clustering,H_500_90_spectral_clustering,spectral_clustering,114,368,385,132,0.131488,0.236515,0.228457,0.232416,0,0.0
G_500_90_spectral_radius,H_500_90_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_90_triangle,H_500_90_triangle,triangle,38,41,461,10,0.07037,0.481013,0.076152,0.131488,0,0.0
G_500_100,H_500_100,default,136,363,363,21,0.157773,0.272545,0.272545,0.272545,96651,193.302
G_500_100_betweenness_centrality,H_500_100_betweenness_centrality,betweenness_centrality,396,602,103,103,0.359673,0.396794,0.793587,0.529058,0,0.0
G_500_100_closeness_centrality,H_500_100_closeness_centrality,closeness_centrality,276,722,223,223,0.226044,0.276553,0.553106,0.368737,0,0.0
G_500_100_clustering_coefficient,H_500_100_clustering_coefficient,clustering_coefficient,21,77,478,16,0.036458,0.214286,0.042084,0.070352,0,0.0
G_500_100_core_number,H_500_100_core_number,core_number,144,83,355,7,0.247423,0.634361,0.288577,0.396694,0,0.0
G_500_100_degree_centrality,H_500_100_degree_centrality,degree_centrality,354,521,145,87,0.347059,0.404571,0.709419,0.515284,0,0.0
G_500_100_fiedler_vector,H_500_100_fiedler_vector,fiedler_vector,216,782,283,283,0.168618,0.216433,0.432866,0.288577,0,0.0
G_500_100_hits,H_500_100_hits,hits,336,662,163,163,0.289406,0.336673,0.673347,0.448898,0,0.0
G_500_100_in_degree_centrality,H_500_100_in_degree_centrality,in_degree_centrality,156,585,343,184,0.143911,0.210526,0.312625,0.251613,0,0.0
G_500_100_katz,H_500_100_katz,katz,256,724,243,233,0.209321,0.261224,0.513026,0.34618,0,0.0
G_500_100_laplacian_eigenmap,H_500_100_laplacian_eigenmap,laplacian_eigenmap,216,782,283,283,0.168618,0.216433,0.432866,0.288577,0,0.0
G_500_100_local_efficiency,H_500_100_local_efficiency,local_efficiency,21,77,478,16,0.036458,0.214286,0.042084,0.070352,0,0.0
G_500_100_normalized_laplacian,H_500_100_normalized_laplacian,normalized_laplacian,304,694,195,195,0.25482,0.304609,0.609218,0.406146,0,0.0
G_500_100_our_degree_centrality,H_500_100_our_degree_centrality,our_degree_centrality,388,492,111,64,0.391524,0.440909,0.777555,0.562727,0,0.0
G_500_100_pagerank,H_500_100_pagerank,pagerank,260,738,239,239,0.210186,0.260521,0.521042,0.347361,0,0.0
G_500_100_spectral_centrality,H_500_100_spectral_centrality,spectral_centrality,387,539,112,99,0.372832,0.417927,0.775551,0.543158,0,0.0
G_500_100_spectral_clustering,H_500_100_spectral_clustering,spectral_clustering,124,384,375,128,0.14043,0.244094,0.248497,0.246276,0,0.0
G_500_100_spectral_radius,H_500_100_spectral_radius,spectral_radius,0,0,499,0,0.0,0.0,0.0,0.0,0,0.0
G_500_100_triangle,H_500_100_triangle,triangle,21,64,478,14,0.0373,0.247059,0.042084,0.071918,0,0.0
G_1000_0,H_1000_0,default,703,296,296,2,0.542857,0.703704,0.703704,0.703704,321500,321.5
G_1000_0_betweenness_centrality,H_1000_0_betweenness_centrality,betweenness_centrality,996,3,3,3,0.994012,0.996997,0.996997,0.996997,0,0.0
G_1000_0_closeness_centrality,H_1000_0_closeness_centrality,closeness_centrality,0,999,999,999,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_clustering_coefficient,H_1000_0_clustering_coefficient,clustering_coefficient,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_core_number,H_1000_0_core_number,core_number,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_degree_centrality,H_1000_0_degree_centrality,degree_centrality,817,97,182,97,0.745438,0.893873,0.817818,0.854156,0,0.0
G_1000_0_fiedler_vector,H_1000_0_fiedler_vector,fiedler_vector,399,600,600,600,0.249531,0.399399,0.399399,0.399399,0,0.0
G_1000_0_hits,H_1000_0_hits,hits,497,462,502,462,0.340178,0.518248,0.497497,0.507661,0,0.0
G_1000_0_in_degree_centrality,H_1000_0_in_degree_centrality,in_degree_centrality,0,4,999,4,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_katz,H_1000_0_katz,katz,0,32,999,32,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_laplacian_eigenmap,H_1000_0_laplacian_eigenmap,laplacian_eigenmap,399,600,600,600,0.249531,0.399399,0.399399,0.399399,0,0.0
G_1000_0_local_efficiency,H_1000_0_local_efficiency,local_efficiency,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_normalized_laplacian,H_1000_0_normalized_laplacian,normalized_laplacian,859,140,140,140,0.75417,0.85986,0.85986,0.85986,0,0.0
G_1000_0_our_degree_centrality,H_1000_0_our_degree_centrality,our_degree_centrality,817,97,182,97,0.745438,0.893873,0.817818,0.854156,0,0.0
G_1000_0_pagerank,H_1000_0_pagerank,pagerank,540,459,459,459,0.37037,0.540541,0.540541,0.540541,0,0.0
G_1000_0_spectral_centrality,H_1000_0_spectral_centrality,spectral_centrality,4,0,995,0,0.004004,1.0,0.004004,0.007976,0,0.0
G_1000_0_spectral_clustering,H_1000_0_spectral_clustering,spectral_clustering,266,245,733,245,0.213826,0.520548,0.266266,0.352318,0,0.0
G_1000_0_spectral_radius,H_1000_0_spectral_radius,spectral_radius,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_0_triangle,H_1000_0_triangle,triangle,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_10,H_1000_10,default,616,383,383,4,0.445731,0.616617,0.616617,0.616617,354599,354.599
G_1000_10_betweenness_centrality,H_1000_10_betweenness_centrality,betweenness_centrality,949,149,50,50,0.826655,0.864299,0.94995,0.905103,0,0.0
G_1000_10_closeness_centrality,H_1000_10_closeness_centrality,closeness_centrality,398,700,601,601,0.234255,0.362477,0.398398,0.37959,0,0.0
G_1000_10_clustering_coefficient,H_1000_10_clustering_coefficient,clustering_coefficient,10,2,989,1,0.00999,0.833333,0.01001,0.019782,0,0.0
G_1000_10_core_number,H_1000_10_core_number,core_number,381,0,618,0,0.381381,1.0,0.381381,0.552174,0,0.0
G_1000_10_degree_centrality,H_1000_10_degree_centrality,degree_centrality,812,166,187,105,0.696996,0.830266,0.812813,0.821447,0,0.0
G_1000_10_fiedler_vector,H_1000_10_fiedler_vector,fiedler_vector,386,712,613,613,0.225599,0.351548,0.386386,0.368145,0,0.0
G_1000_10_hits,H_1000_10_hits,hits,502,596,497,497,0.314734,0.457195,0.502503,0.478779,0,0.0
G_1000_10_in_degree_centrality,H_1000_10_in_degree_centrality,in_degree_centrality,78,180,921,93,0.066158,0.302326,0.078078,0.124105,0,0.0
G_1000_10_katz,H_1000_10_katz,katz,179,226,820,127,0.146122,0.441975,0.179179,0.254986,0,0.0
G_1000_10_laplacian_eigenmap,H_1000_10_laplacian_eigenmap,laplacian_eigenmap,386,712,613,613,0.225599,0.351548,0.386386,0.368145,0,0.0
G_1000_10_local_efficiency,H_1000_10_local_efficiency,local_efficiency,10,2,989,1,0.00999,0.833333,0.01001,0.019782,0,0.0
G_1000_10_normalized_laplacian,H_1000_10_normalized_laplacian,normalized_laplacian,813,285,186,186,0.633178,0.740437,0.813814,0.775393,0,0.0
G_1000_10_our_degree_centrality,H_1000_10_our_degree_centrality,our_degree_centrality,817,192,182,101,0.685978,0.809713,0.817818,0.813745,0,0.0
G_1000_10_pagerank,H_1000_10_pagerank,pagerank,552,546,447,447,0.357282,0.502732,0.552553,0.526466,0,0.0
G_1000_10_spectral_centrality,H_1000_10_spectral_centrality,spectral_centrality,4,0,995,0,0.004004,1.0,0.004004,0.007976,0,0.0
G_1000_10_spectral_clustering,H_1000_10_spectral_clustering,spectral_clustering,241,316,758,266,0.18327,0.432675,0.241241,0.309769,0,0.0
G_1000_10_spectral_radius,H_1000_10_spectral_radius,spectral_radius,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_10_triangle,H_1000_10_triangle,triangle,8,1,991,1,0.008,0.888889,0.008008,0.015873,0,0.0
G_1000_20,H_1000_20,default,542,457,457,8,0.372253,0.542543,0.542543,0.542543,369241,369.241
G_1000_20_betweenness_centrality,H_1000_20_betweenness_centrality,betweenness_centrality,916,282,83,83,0.715066,0.764608,0.916917,0.833864,0,0.0
G_1000_20_closeness_centrality,H_1000_20_closeness_centrality,closeness_centrality,615,583,384,384,0.388748,0.513356,0.615616,0.559854,0,0.0
G_1000_20_clustering_coefficient,H_1000_20_clustering_coefficient,clustering_coefficient,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_20_core_number,H_1000_20_core_number,core_number,401,0,598,0,0.401401,1.0,0.401401,0.572857,0,0.0
G_1000_20_degree_centrality,H_1000_20_degree_centrality,degree_centrality,802,258,197,109,0.638027,0.756604,0.802803,0.779019,0,0.0
G_1000_20_fiedler_vector,H_1000_20_fiedler_vector,fiedler_vector,413,785,586,586,0.231502,0.344741,0.413413,0.375967,0,0.0
G_1000_20_hits,H_1000_20_hits,hits,545,653,454,454,0.329903,0.454925,0.545546,0.496131,0,0.0
G_1000_20_in_degree_centrality,H_1000_20_in_degree_centrality,in_degree_centrality,168,318,831,149,0.127563,0.345679,0.168168,0.226263,0,0.0
G_1000_20_katz,H_1000_20_katz,katz,395,386,604,189,0.285199,0.505762,0.395395,0.44382,0,0.0
G_1000_20_laplacian_eigenmap,H_1000_20_laplacian_eigenmap,laplacian_eigenmap,413,785,586,586,0.231502,0.344741,0.413413,0.375967,0,0.0
G_1000_20_local_efficiency,H_1000_20_local_efficiency,local_efficiency,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_20_normalized_laplacian,H_1000_20_normalized_laplacian,normalized_laplacian,758,440,241,241,0.526755,0.632721,0.758759,0.690032,0,0.0
G_1000_20_our_degree_centrality,H_1000_20_our_degree_centrality,our_degree_centrality,814,275,185,103,0.638932,0.747475,0.814815,0.779693,0,0.0
G_1000_20_pagerank,H_1000_20_pagerank,pagerank,589,609,410,410,0.366294,0.491653,0.58959,0.536186,0,0.0
G_1000_20_spectral_centrality,H_1000_20_spectral_centrality,spectral_centrality,214,102,785,68,0.194369,0.677215,0.214214,0.325475,0,0.0
G_1000_20_spectral_clustering,H_1000_20_spectral_clustering,spectral_clustering,240,358,759,267,0.176861,0.401338,0.24024,0.300564,0,0.0
G_1000_20_spectral_radius,H_1000_20_spectral_radius,spectral_radius,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_20_triangle,H_1000_20_triangle,triangle,0,0,999,0,0.0,0.0,0.0,0.0,0,0.0
G_1000_30,H_1000_30,default,481,518,518,6,0.317073,0.481481,0.481481,0.481481,381493,381.493
G_1000_30_betweenness_centrality,H_1000_30_betweenness_centrality,betweenness_centrality,895,403,104,104,0.638374,0.689522,0.895896,0.779277,0,0.0
G_1000_30_closeness_centrality,H_1000_30_closeness_centrality,closeness_centrality,742,556,257,257,0.47717,0.571649,0.742743,0.64606,0,0.0
G_1000_30_clustering_coefficient,H_1000_30_clustering_coefficient,clustering_coefficient,6,5,993,3,0.005976,0.545455,0.006006,0.011881,0,0.0
G_1000_30_core_number,H_1000_30_core_number,core_number,352,0,647,0,0.352352,1.0,0.352352,0.521095,0,0.0
G_1000_30_degree_centrality,H_1000_30_degree_centrality,degree_centrality,805,330,194,104,0.605719,0.709251,0.805806,0.754452,0,0.0
G_1000_30_fiedler_vector,H_1000_30_fiedler_vector,fiedler_vector,556,742,443,443,0.319357,0.428351,0.556557,0.48411,0,0.0
G_1000_30_hits,H_1000_30_hits,hits,508,790,491,491,0.283958,0.391371,0.508509,0.442316,0,0.0
G_1000_30_in_degree_centrality,H_1000_30_in_degree_centrality,in_degree_centrality,180,448,819,203,0.124395,0.286624,0.18018,0.221266,0,0.0
G_1000_30_katz,H_1000_30_katz,katz,460,547,539,253,0.297542,0.456802,0.46046,0.458624,0,0.0
